영상ID,영상제목,조회수,좋아요수,댓글수,채널ID,채널명,댓글수/조회수,좋아요수/조회수
ONHEvkzERBk,서울대 오보에 전공의 주체할 수 없는 끼 ㅋㅋㅋㅋ 방송 왜안해?ㅋㅋㅋ,511987,7118,468,UCUN3ofz1vT-XdzD9eyOlMHw,요룰레히,0.09140857092074603,1.3902696748159622
pUarjx5umME,국내 탑 한예종 음대생이 세계 탑 플루티스트에게 혹독한 레슨을 받아본다면?feat 자스민 최,562579,4466,293,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.05208157432111756,0.793844064566932
qtEish4dIrs,모두가 아는 전설의 극악무도한 곡을 1시간만에 완성하라고해보았더니 ㅎㄷㄷ (feat 20년지기 프로 피아니스트),779792,11118,557,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.07142930422471633,1.4257648193364385
sp-RogpnscI,*안 보면 손해* 하프X바이올린이 이렇게 잘 어울리는지 알았던 사람 손….✋✋,549850,25655,1655,UCSy5l865pfrmUCdpOyMqLpQ,헨리 Henry Lau,0.3009911794125671,4.665817950350096
45poKGhHXZM,진짜 지휘자와 가짜 지휘자의 차이점,1023880,13368,959,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.09366331992030316,1.305621752549127
1yJVV6hBG20,현악 전공생은 살면서 얼마나 어려운곡까지 켜보았을까 (feat.파가니니),2580187,36125,3748,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.14526078923736924,1.400092318890065
FC6lhPZCK_A,피아니스트들도 무서워서 피해간다는 영화 말할수없는 비밀 중 최대 난곡을 시켜봤더니 ㅎㄷㄷ,2334097,31644,1324,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.056724292092402324,1.355727718256782
Ai0bpGn5mZY,라캄파넬라를 9살에 연주하는 영재가 세계 탑 클래스 한수진 바이올리니스트에게 레슨받아본다면?,5232469,57614,4905,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.09374159694018254,1.101086313172615
614oSsDS734,"Seong-Jin Cho – Piano Concerto in E minor, Op. 11 (final stage of the Chopin Competition 2015)",15434223,116509,10688,UCSTXol20Q01Uj-U5Yp3IqFg,Chopin Institute,0.06924870788765979,0.7548744112353437
n3QDfVgyP7g,월.클 천재의 300살 바이올린 vs 헨리의 3살 바이올린 승자는??,4495494,97952,4639,UCSy5l865pfrmUCdpOyMqLpQ,헨리 Henry Lau,0.10319221869721103,2.1788929092108678
P1uQ4nv1w7Q,쿠팡최저가 악기 VS 프로용 억대 악기ㅋㅋㅋ,46273,971,103,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.22259200829857587,2.098415922892399
FmskAR-SXRY,신창용 피아니스트와 한국 상위1퍼센트 천재 음대생과의 피아노 레슨 1탄,2804333,21001,2960,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.10555094562592958,0.74887682739532
N_yNJ3WVRhI,서울대 박사 바이올리니스트의 엄청난 실력 ㄷㄷ,973618,14873,1125,UCUN3ofz1vT-XdzD9eyOlMHw,요룰레히,0.1155483978315931,1.5276011741771414
QfVgUSrBCGU,[블라인드 테스트] 과연 피아노 전공생과 세계 정상급 피아니스트의 소리 차이가 심할까?,355249,3663,432,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.12160484617831435,1.0311077582202905
chJb7AGn0_Y,세계 탑 바이올리니스트에게 어려운 곡은 어떤 곡일까?,1099043,18801,1184,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.1077300888136315,1.710670101169836
YKcf3prTQyo,바이올린 실력으로 헨리를 발라버린 9살 천재의 정체는!? [같이헨리 3탄],12562857,317249,15974,UCSy5l865pfrmUCdpOyMqLpQ,헨리 Henry Lau,0.12715260549411653,2.5252934105673575
v2ZSidJaEq0,"2021 서울예고 졸업식 졸업생 대표연주 (Paganini, La Campanella)",1769619,30987,2084,UC9_kFRiaZSZ2_Apo_6d-P5w,Sam Choi,0.11776546250916159,1.7510548880860795
xrve0dJmLOY,세계 탑 피아니스트vs 한국음대생들의 꿀잼 피아노 배틀 [고전음악 편],2246713,23489,1471,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.0654734271800626,1.0454828898929236
sZfrGI7_Xu0,흔한 음대생이 세계 탑 클래스 임동민 피아니스트에게 레슨을 받아본다면? (feat. 조기축구에 나타난 메시),2863424,33342,5147,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.179749837956237,1.164410160702711
YWcWMw4ibng,또모 예고생들 FINAL 최종화,239956,2814,317,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.13210755305139277,1.1727149977495874
_cbf7cGpKkg,[전참시] 자다가도 파김치 소리에 벌떡👀 영자 누나의 파김치 앓이로 역대급 귀여운(?) 무한 파김치교 현무ㅣ#전현무 #이영자 #파김치 MBC220528방송,1673789,15725,1035,UCiwQRG2sCcfjKkgxMEdJGPg,엠뚜루마뚜루 : MBC 공식 종합 채널,0.061835751101243945,0.9394852039295276
zl8cL3Gznsk,만 9살 영재가 다 큰 성인을 레슨해본다면?ㅋㅋ(요은이의 생애 첫 레슨),50777,1106,107,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.21072532839671504,2.178151525296886
V07fPgdd-4A,천재들에게 극악무도한 레전드 바이올린 곡을 1시간만에 완성하라 했더니 ㅎㄷㄷ,246350,5580,366,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.1485691089912726,2.265070022325959
FZzTl9XNFvU,[선배 몰카] 일반 피아노배틀인줄 알았더니 알고보니 상대가 자동피아노라면?ㅋㅋㅋㅋㅋㅣ또모,3828384,37903,1628,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.04252446985464363,0.9900521995703669
5y8daD5J0HE,서울대생의 이론은 완벽하지만 손이안따라주는 레슨..feat임동혁 피아니스트,1689019,12727,2802,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.16589511426455236,0.7535143180745747
3k4e9tKPP4c,[또모 예고생들] 월클 바이올리니스트 한수진이 대한민국 탑 서울예고 수석학생들을 레슨해본다면?ㅎㄷㄷ,389798,4684,632,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.1621352598012304,1.2016480330838024
Q64BGXwy7u0,세계 탑 피아니스트와 원격 피아노로 교수님을 속여봤습니다ㅋㅋㅋㅋㅋ,13166275,88735,6553,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.049771100785909454,0.6739567569415039
Y0c6Bi7lOhM,[요은이 VS 한예종]ㅋㅋㅋ 과연 누가더 소리만 듣고 악기 가격을 맞출수 있을까?,31813,534,63,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.198032250966586,1.6785590796215384
fWREQUZbT4Q,서울대 음대생이 세계 탑 클래스 한수진 바이올리니스트에게 레슨을 받아본다면? (feat악마의 파가니니),5731738,47685,6078,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.10604113446916101,0.8319466102602736
Q8haYxxZCZQ,과연 교수님은 소리만듣고 피아니스트를 맞힐 수 있을까?ㅋㅋ(한예종&서울대),799654,6765,554,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.06927996358425019,0.8459908910603836
A0seku35V04,세상에서 가장 어려운 바이올린 콩쿨 한국인 최초&최연소 입상자를 모셔와 보았다,677926,8992,0,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.0,1.3263984564687001
To8pgz7-Bxc,피아노 전공생 앞에 자동피아노를 두면 생기는일ㅋㅋㅋ ft.한예종 돌i,532495,6916,404,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.07586925698832853,1.2987915379487132
nufxz9L3ss4,[몰카] 눈 앞에서 같이 연주하던 연주자를 몰래 바꿔보았습니다 ㅋㅋㅋ,20724,312,28,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.13510905230650455,1.5055008685581934
oPcb4IaAMfY,[몰카] 일반 취미생 레슨인줄 알았는데 알고보니 학생이  피아노과 교수님이라면?ㅋㅋㅋ,4677663,29469,2198,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.04698927648272225,0.6299940803773166
GoJnba--c7o,이번엔 말로 레슨을 받아보았습니다..세계 3대 콩쿨을 휩쓴 피아니스트의 하루 연습량,561540,5696,559,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.09954767247213021,1.0143533853331907
sSUrNHY4bRY,프로 피아니스트들은 과연 얼마나 어려운곡까지 초견으로 칠수있을까?!,5171493,41205,3838,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.07421454500663541,0.7967718413231923
OXireoXJknw,Inmo Yang - Sibelius Violin Concerto in D minor(Final 2) | The XII Jean Sibelius Violin Competition,15986,818,80,UCKGvHszAM6edELMBnhJTZYQ,Zero,0.5004378831477543,5.116977355185788
H78V-6SCdrs,"인어들이 연주하면 이런느낌일까요..?수족관에서『동물의 사육제』 클래식 명곡 수족관,백조 연주하기",16695,386,24,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.14375561545372867,2.3120694818808025
LGtuN1XUtgM,N. Paganini Caprice No. 16 and No. 24 - Joshua Lee (12),335,23,12,UC1eEX-1mN78wBt39-FWOR0A,Joshua Lee,3.582089552238806,6.865671641791045
XPHjQg6k4Dg,친절한 선생님 VS 잘생긴 선생님 ㅋㅋㅋ,42758,512,40,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.09354974507694468,1.1974367369848917
oHfnMP3mNeY,(역대급몰카)월클피아니스트가 맘먹고 속여봤습니닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,236511,1550,127,UCtVg4Qkf2bxbx-rWeB1Xd0Q,ChaChaPiano차차와피아노놀이,0.05369729103508928,0.6553606386172314
L8fjD7kx-x8,Mozart Sonata for Violin and Piano in G Major K.301 Ui-Youn Hong 홍의연,1024,31,3,UC_U_U24QKHwbkTkMcZJL22A,Violinist Uiyoun Hong 홍의연,0.29296875,3.02734375
mGQLXRTl3Z0,Mischa Maisky plays Bach Cello Suite No.1 in G (full),52792101,500934,17274,UC2amHa99lYERs4f2O8-Qgbg,Stealth banning and comment ghosting is despicable,0.03272080419758251,0.9488805910566053
_laLqqgFWec,Penderecki Cadenza for Solo Viola,23,3,1,UCE_V24ijwIU0b0eDaPwsG7w,katsiaryna shapachka,4.3478260869565215,13.043478260869565
XTAR07dO8HE,Kyung Wha Chung (정경화) 가장 중대한 명중 풀 앨범 2020 - 정경화 바이올린 재생 목록 | Kyung Wha Chung Greatest Hits 2020,24267,537,15,UCclQHRExGm_9RebU9Y7nD9w,Music Is Life,0.061812337742613424,2.2128816911855607
iJe0tl20BvY,"장애인을 놀린 아이와 적반하장 무개념인 부모들이 이번엔 사람 잘못 건드렸다..! 12살 부터 홀로 언니를 돌본 한지민의 너무나 슬픈 [우리들의 블루스 영옥과 정준, 영희 편]",1338768,9791,777,UCpcft4FJXgUjnxWoQYsl7Ug,고몽,0.05803843533756409,0.7313440416860875
vyZiTaiWVrk,Amelia Lee (11 yo) Wieniawski Etudes-Caprices no.3,85,9,2,UCmSemSDekRHxHmN_8yp37Zg,Hannah K. Lee,2.3529411764705883,10.588235294117647
046eFQH8NP8,Uiyoun Hong 홍의연 Wieniawski Polonaise Brillante No 1 in D Major Op.4,1179,35,3,UC_U_U24QKHwbkTkMcZJL22A,Violinist Uiyoun Hong 홍의연,0.2544529262086514,2.9686174724342664
O2GNdW7dYeg,Poulenc Violin Sonata FP.119 홍의연 UiYoun Hong,476,27,3,UC_U_U24QKHwbkTkMcZJL22A,Violinist Uiyoun Hong 홍의연,0.6302521008403361,5.6722689075630255
90vO7RGScZ0,Debussy Beau Soir UiYoun Hong 홍의연,626,16,1,UC_U_U24QKHwbkTkMcZJL22A,Violinist Uiyoun Hong 홍의연,0.1597444089456869,2.5559105431309903
esSKHZCJuLU,※작곡가 본인 등판※ 제목은 모르지만 어디서 한번씩은 들어봤을 드라마 OST (feat.버클리 출신 국내 5번째 실용음악 박사ㅎㄷㄷ),15248,257,19,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.12460650577124868,1.6854669464847851
cu5iFxvCRz4,Schubert Fantasy in C major for Violin and Piano D.934 Ui-Youn Hong 홍의연,2325,40,2,UC_U_U24QKHwbkTkMcZJL22A,Violinist Uiyoun Hong 홍의연,0.08602150537634409,1.7204301075268817
perfwcyj9Ew,"Beethoven - Symphony No 7 in A major, Op 92 - Jordan",43294,290,23,UC9UkGZY5ezEfdBUG5wgZDdA,Cantus 5,0.05312514436180533,0.6698387767358064
6QVibryqNVI,Uiyoun Hong 홍의연 Paganini caprice No 17,2872,61,4,UC_U_U24QKHwbkTkMcZJL22A,Violinist Uiyoun Hong 홍의연,0.1392757660167131,2.1239554317548746
60xI8oKdLwk,Beethoven Violin Sonata No.9 Op.47 'Kreutzer' UiYoun Hong 홍의연,2060,45,5,UC_U_U24QKHwbkTkMcZJL22A,Violinist Uiyoun Hong 홍의연,0.24271844660194172,2.1844660194174756
88zydKAhTHs,[놀면 뭐하니?] 귓가에 때려박는 파워풀 하모니! [할미봉 조 - Break Away]  MBC 220528 방송 (Hangout with Yoo),1003079,11979,1242,UCx6jsZ02B4K3SECUrkgPyzg,놀면 뭐하니?,0.12381876203170437,1.1942229874217285
bsjDW6bkP6w,"[인문강단 樂] 조윤범의 클래식 여행, 낭만과 열정의 작곡가들 2강 '리스트' KBS 140501 방송",20250,435,11,UCHlSeJxRIXZWMARC2oMwmcQ,KBS 교양,0.05432098765432099,2.148148148148148
8uHqJMkQnCg,"베토벤: 바이올린 협주곡 라장조, 작품번호 61(Beethoven:  Violin Concerto in D major, Op 61)",1801,32,7,UCinUIo9Q0_AiUNNEfbXP6Pw,아산시교향악단,0.3886729594669628,1.776790671848973
B45AiNo2org,[스테판바이올린] 차르다시 바이올린 시연 (feat.SVN-180),26,2,0,UCKqGW6I9hrJHwM8N0mDuypg,samhyunmusic,0.0,7.6923076923076925
MShOLenjduY,[풀버전] ♬ Red Sun - 브레이브걸스 (Brave Girls),1854181,0,5309,UCbD8EppRX3ZwJSou-TVo90A,Mnet K-POP,0.2863258764921008,0.0
Klq-EP7hc-w,[스걸파] 👑 첫 등장부터 파이널 무대까지💥이게 바로 K-고딩의 갓벽한 포포몬쓰다｜#올타임레전드 #샾잉,1050111,16461,273,UCwNVDlUgdBlmVWRPy4Nk0Dw,샾잉 #ing,0.02599725171910398,1.5675485734365224
NvaeQAWIpRU,F. Waxman - Carmen Fantasy,531,11,0,UCnYtH6_16dAS0rJSBzbBdVw,Eun Ah Bea 배은아,0.0,2.0715630885122414
WsjB0vwOaL4,역대급 한국인 미모에 웃으며 막말 던진 심사위원이 5초 뒤 펼쳐진 반전무대에 참교육 당한 이유,526088,5950,266,UCZg4G5PJDUIUfps-QHgpFEQ,미처몰랐던이야기,0.05056188318304162,1.1309894922522468
VvfnhtKfMUY,Brahms Violin Sonata No.3 in D minor op.108 1.Allegro UiYoun Hong 홍의연,702,23,2,UC_U_U24QKHwbkTkMcZJL22A,Violinist Uiyoun Hong 홍의연,0.2849002849002849,3.276353276353276
Y7ZBweSgdEQ,"공연까지D-1,길 가다 5명 중 1명이 음악인?! 음악인들의 성지 '남부터미널'에서 길가다 아무나 붙잡고 섭외해봤습니다.",11662,142,16,UCBt-M9TKEjaByElFXX-DDTg,또모TOWMOO,0.1371977362373521,1.2176299091064997
ZU8hxAhWMg0,플룻(Flute)연주곡_아이유(IU)_드라마(DRAMA)_플루트_분포초등학교 김찬이,83,7,2,UCZ6bxCQnCieKYBcRVED2Hjg,MY Flute Student,2.4096385542168677,8.433734939759036
5FCNjqBRneY,[Killing Playlist] 넌 운전만 해 🚗=3 선곡은 딩뮤가 할 테니까 ♫ ♪ㅣ딩고뮤직ㅣDingo Music,317496,9267,167,UCtCiO5t2voB14CmZKTkIzPQ,딩고 뮤직 / dingo music,0.05259908786252425,2.918776929473127
gKk7kd5gE88,2022.06.01 임동혁 피아노 리사이틀 〈슈베르트를 위하여〉- 아트센터 인천 커튼콜,102,5,2,UCJJlWD4Q2eKe2oXh-2DbgkA,가루tv,1.9607843137254901,4.901960784313726
q_XiZ9ZHuQQ,"바흐(Bach) - 브란덴부르크 협주곡 제4번, Brandenburg Concerto No.4 in G major, BWV 1049",10094,98,13,UC_xWAg9GY-647Sx8SP8pSEQ,노계석음악채널,0.12878937982960173,0.9708737864077669
D3seVAsMN1Y,클래식 명곡 베스트 17곡 | 아침에 들으면 좋은 클래식명곡 연속듣기 최고의 클래식 명곡 연속듣기- 바이올린 악보,495,10,0,UCl6lvhQwAPChMxvGtkXWHgg,RELAXING - 편안해지는 음악,0.0,2.0202020202020203
tGy0ZDoVIR0,Maria Callas - NORMA,1380346,6261,421,UCcxu_gitQKWNAFgU9PXYW-A,Konstantinos Paliatsaras,0.030499599375808675,0.4535819280093542
uCj5dIopZAQ,"P. Hindemith: Op. 25.1, mov. IV",2,0,0,UCbTNF1aCOFJwOmLiPfxJVHg,emma santini,0.0,0.0
pcY9di5J8Xw,"Unaccompanied Cello Hymns l 무반주로 연주하는 첼로 찬양ㅣ오 예수님 내가 옵니다, 갈보리 산 위에, 만왕의 왕 내 주께서, 보혈을 지나",1146,50,0,UCBBDFktJQ4KzPmWO5aWESFg,King’s Cello 킹스첼로,0.0,4.363001745200698
wKiDP433lNI,"꼭 봐야 하는 악마의 바이올리니스트 ""파가니니"" 명장면",5428763,39025,2557,UCUlWvP9pGzviBtv-mm2OnpA,jun,0.047100969410526855,0.7188562108900315
ltuwDbrdYZI,연락두절 핑계로 부모님팔던 불효자 남친 역관광,424832,7125,545,UCGrfaHcg6r4JWAZyo_cvKZQ,준우,0.12828600482072913,1.6771335492618258
FPO0wNgh69o,220601 THE VANE - Luck inside eyes,20,5,0,UC3JXiJbVJfNcijvw6pMmy0A,RainDrop 450,0.0,25.0
KuLsts7vBFQ,20분만 들으면 바로 깊은 잠에 들어갑니다 | 잠들때 듣는 음악 | 잠오는 음악 | 수면 유도 음악 | 잠잘 때 듣기 좋은 노래 | 힐링음악 | 명상음악 | 웅장한 BGM,853,1006,0,UCqQsQasz64_ap0HB8Xtt46w,편안한 음악 Healing Music,0.0,117.93669402110199
awIojETjd30,"하루 종일 듣기 좋은 노래 100곡 | 일할때 듣기좋은 발라드❤️당신의 마음을 감동시키는 노래들 나를 잊지 말아요, 이제 그만 , 까만안경, 태양계, 기억을 가져가...",5866,645,0,UCLnCaR73ngnMJhZl730d9tQ,K-POP 발라드 모음,0.0,10.995567678145242
9NUvmPOKnGY,"[먹방 브이로그#50] 오랜만이에요! 먹고 싶은 거 먹고 운동하는 요즘 근황🤟🏻💕 뿌링클,마라탕,카레+치즈돈까스+새우튀김,연세우유크림빵,포켓몬빵,kfc치킨,햄버거,미니본,도넛",750531,11103,729,UC26QQCGh66xFU_NjhYLwdQQ,살빼조DietJo,0.09713123108838942,1.479352618346211
CDARRDw3xpM,간편식을 불편하게 먹는 사람,724222,7933,794,UCUj6rrhMTR9pipbAWBAMvUQ,침착맨,0.10963489095884964,1.0953823551341992
PkOvW9PCpKM,"서장훈이 생활고로 카페알바하는 전처 오정연에게 보인 반응.. 오정연 솔직 고백! ""전남친·전남편 추억 버리기 힘들어""",1103511,8804,471,UC1FbY9oz_OMCW4378tyVAzQ,Ji-young96,0.04268194879797301,0.7978171490814319
otSr105DfE4,[Playlist] 이 노래 다 알면 로맨스 장인 인정ㅣ모든 장르에 진심인 디즈니+ 속 로맨스 영화 OSTㅣmovie on Disney+ soundtracks 🏰,134515,2001,37,UCSGC87iX0QhnIfUOI_B_Rdg,essential;,0.027506226071441844,1.4875664424041928
isA6tjDwm84,"VLOG 11주도 죽을맛😵‍💫 졸음과의 싸움, 24시간 어지러움+배땅김, 입덧근황",424811,8757,602,UCx0ZL5ldCGMqkOGqyO1qOkw,tweety 트위티,0.14171007812886202,2.0613872992930977
g-lpNiJ8pGU,김범수가 부르는 어디에도 ㄷㄷ,591800,8127,369,UCnGJtrHxIEFJMSct-w6pKZg,이거알쏭?,0.06235214599526868,1.373267995944576
EJzd4am6wbY,[채보훈] 떼창도 가능해지고 폰도 함께 들썩들썩❤️‍🔥 세상 신나는 더베인 공연🤘 먼데이프로젝트 청춘의 밤 / Injury Time #shorts,897,16,0,UC1xM9xcr1F8whInsL3T7T4Q,mari unni,0.0,1.7837235228539576
WlulwM39XGA,곡마감 4일 남은 작곡과의 삶,85,4,2,UCc8XeTMMoCZy2gScsLlzyBA,lalam라람,2.3529411764705883,4.705882352941177
FXIsT1vqypg,달리는 왜 녹아내리는 시계를 그렸을까? / 예술가의 이유,281712,5878,210,UCZr3cu75jx6Sz-6KRQ50ySA,널 위한 문화예술,0.07454421536888738,2.0865280854205714
rKqlP-FvEas,집값을 20배 올려주는 마법의 낙서,263460,3929,225,UCsJ6RuBiTVWRX156FVbeaGg,슈카월드,0.08540195855158278,1.49130797844075
wq-Memch86M,당신이 알고 있는 바다오염에 관한 진실은 모두 틀렸다 / 충격적인 문제작 '씨스피라시',2261832,72295,11141,UCZVr7RZO2qgaB8LYNwc7kkQ,엉준,0.4925653187327794,3.1963028200149264
ffF_aOPSr-M,치킨을 우주로 발사해봤습니다... 이걸 찾을 수 있을까요?ㅋㅋㅋ (합성아님),1836583,29700,3377,UCp94pzrtA5wPyZazbDq0CXA,긱블 Geekble,0.18387407484442578,1.6171335572636794
NBPtNOWYn_A,【심랑괴】간단한 방법으로 새 생명을 만드는 법을 알려드립니다. - 연금술로 기괴한 생명체를 만든 남자 [괴담][무서운이야기][호문쿨루스],6244513,53282,13873,UCKlwaOCK1FqXMTKv0RlCmfg,캬랑Kyaryang,0.22216304137728593,0.8532610949805054
v4no5gLquMw,5살 아이가 그린 그림을 미술평론가에게 가격을 매겨달라고 하면 얼마를 써줄까?,3609164,41945,9444,UCIG4gr_wIy5CIlcFciUbIQw,진용진,0.26166724482456327,1.1621804938761442
GMsNbiQPM34,우리가 학교에서 수채화를 배운 이유,8515,250,10,UCZr3cu75jx6Sz-6KRQ50ySA,널 위한 문화예술,0.11743981209630064,2.9359953024075165
J1nX3zsaBjs,죄송합니다. 사망여우입니다.,3062001,106610,9626,UCuyN3WjEZW41qVji8TWUPeQ,사망여우TV,0.3143695903430469,3.4817101627334544
dVLG21RpnAM,전당포 레전드 거래가 떴다! 첨리가 산 일본도의 대반전 [전당포 사나이들],5521090,21527,2203,UCRLM0MWS7m8vXzQ_5z2e7fA,히스토리,0.039901541181179806,0.389904891968796
AxFsPVy5IJk,요즘 꼰대는 비빌 수도 없는 90년대 꼰대 클라스..,1530626,20193,2592,UCaHGOzOyeYzLQeKsVkfLEGA,지무비 : G Movie,0.1693424781755961,1.3192641442128905
sA55hpH9d2c,자고 일어나니 집 담벼락에 생긴 낙서! 이 그림의 정체를 알고난 집주인은 기절하고 마는데....,1096662,19227,1356,UCAXw9EA1Ruu0Lcg_svVZ6uQ,이슈텔러 issueTeller,0.12364794257483164,1.753229345048885
HdTfkRO3Zm8,붓끝에서 탄생하는 매직~~🖌 11세 천재 화가 소녀👩‍🎨의 환상적인 추상화 세계!┃A 11-Year-Old Whiz Painter's Fantastic Abstract Art,1718750,17862,1580,UC0PsUG07plnP_uQQS9djFVQ,우와한 비디오,0.09192727272727272,1.0392436363636364
eJ1xFh7R-0g,세상에서 가장 아름다운 죽음,1617115,30198,736,UCOmQe3xlkx1f5J-y7X2dcSA,예술의 이유,0.04551315150746855,1.867399659269749
4EpOdpnqRgY,왜 세상은 이 얼굴없는 화가에게 열광하나? 뱅크시의 모든것 | 베네치아 난민소녀,15732,947,230,UCBigMkCqY9jBSyOrh-MdDoA,임성일의이탈리아,1.461988304093567,6.019577930333079
rafQTD8a4qc,[#유퀴즈온더블럭] 그림 하나가 5억 8천이요? 그림 알못 자기들의 뱅크시 작품 감정 평가🔍 웃고있으니까 오천만원 더...?🤔 EP36,223742,1082,40,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.01787773417597054,0.48359270946000305
ZHwdjzNfuic,"1억 넘는 바나나 먹어본 적 있니?? '맛있다네'... ❙ How does a $150,000 BANANA taste like? ""Good.""/ 비디오머그",4748860,16608,5715,UCMEbRpvuwTbXxGiyDb1mT8w,비디오머그 - VIDEOMUG,0.12034467219501101,0.3497260395126409
h9nf81awiZ0,미대채점 미대합격? 입시미술 채점장 공개!,4576560,20995,11746,UCrujh5JpkRq2AymQsOCzVQA,S,0.25665565402835316,0.45875067736465813
jL-BnOdYJ2I,[#인기급상승] 금손 아티스트 송민호(MINO) 그림 실력🎨 영국 갤러리에 전시하고 완판되는 클라쓰  | #온앤오프 #디글,156000,1663,174,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.11153846153846153,1.066025641025641
U_s391i1Uh8,작가가 '가짜'라고 주장하는 전시회 ｜크랩,31411,587,81,UCoxT1kQSLq564FwpK473w-g,크랩 KLAB,0.25787144630861797,1.8687720862118367
PhthFHxfUGM,로스코 작품을 보고 왜 눈물을 흘릴까?,285258,5164,600,UCOmQe3xlkx1f5J-y7X2dcSA,예술의 이유,0.21033590644258882,1.8102910347825476
ugK-uO5sy3o,15억 낙찰 동시에 파쇄된 그림 사건의 범인 뱅크시는 누구인가?,412991,4862,1278,UCLYIfFgJHDiho_clN1hmLXg,몰상식,0.30944984273265036,1.1772653641362645
P-lqOzUQ-9Y,[신기한 미술나라] '보는 재미가 있네' 은지원 맘에 쏙! 미술계의 의적 홍길동 뱅크시 | 금요일 금요일 밤에 Friday Joy Package EP.4,148617,1341,33,UC78PMQprrZTbU0IlMDsYZPw,tvN,0.022204727588364722,0.9023193847271846
hedT2N03B20,현대미술이 비싼 이유,50196,1066,77,UCZr3cu75jx6Sz-6KRQ50ySA,널 위한 문화예술,0.1533986771854331,2.1236751932424895
CUs8TuH4xfg,나로 말할 것 같으면~ 존재하지만 존해하지 않는 작가 뱅크시의 풍선을 든 소녀와 그의 모든 이야기,5465,263,10,UC3E2vd0C9oUtTmV4gSEICfg,일당백아트,0.18298261665141813,4.812442817932296
ZOft8s5uUBM,이건희 컬렉션 특별전,276,9,4,UCuj-8IkcXqT7cKF-UugKS3g,안방갤러리,1.4492753623188406,3.260869565217391
EZIiaLGR_lU,"""붓 있길래 낙서""…5억 그림에 페인트 칠한 20대 남녀 / SBS",3150664,18392,20379,UCkinYTS9IHqOEwR1Sze2JTw,SBS 뉴스,0.6468160362387103,0.5837499650867246
cODBSpv7xw8,"[클릭@지구촌] 밸런타인데이 기념 ‘뱅크시’신작, 이틀 만에 스프레이 테러 / KBS뉴스(News)",15049,64,11,UCcQTRi69dsVYHN3exePtZ1A,KBS News,0.07309455777792545,0.42527742707156624
fifLHz9gUDM,고작 선 하나에 500억? 미술 작품 가격에 대한 흥미로운 이야기 TOP5,27424,251,38,UChvGbIv1JcYS55OEDgVPtzQ,탐구래프,0.13856476079346558,0.9152567094515753
f1k6kunB324,5월 놓쳐선 안될 전시! 📸 라이프 사진전의 모든 것 + 할인 티켓!,8143,274,10,UCZr3cu75jx6Sz-6KRQ50ySA,널 위한 문화예술,0.12280486307257768,3.3648532481886284
Tw96wgalTkE,"""마스크 안 쓰면 못 타""…뱅크시, 지하철에 '코로나 그림' / JTBC 뉴스룸",36925,265,58,UCsU-I-vHLiaMfV_ceaYz5rQ,JTBC News,0.15707515233581584,0.7176709546377793
qysckPgOdgw,뱅크시(Banksy)가 저작권 도둑질을 참아야 하는 이유,3923,144,40,UCJzHJ6rysDA1xCb16gzL06w,허세 미술관,1.0196278358399185,3.6706602090237066
